Part No.;Type;Manufacture;Terrestrial;Flight;TID-Co60;TID-ELDRS;TID-Protons;TID-Electrons;SEU;SET;SEFI;SEL;SEB;SEGR;Dose Rate;DD-Protons;DD-Neutrons;Facilities;Standard;Environment;Shielding
JANS2N2222;Bipolar Transistor;Analog Devices;Y;;Y;;;;;;;;;;;;;;;;
JANS2N3501;Bipolar Transistor;Analog Devices;Y;;Y;;;;;;;;;;;;;;;;
OP200;Operational Amplifier;Analog Devices;Y;;Y;;;;;;;;;;;;;;;;
OP400;Operational Amplifier;Analog Devices;Y;;Y;;;;;;;;;;;;;;;;
AD524;Instrumentation Amplifier;Analog Devices;Y;;Y;;;;;;;;;;;;;;;;
OP27A;Operational Amplifier;Analog Devices;Y;;Y;;;;;;;;;;;;;;;;
OP11;Operational Amplifier;Analog Devices;Y;;Y;;;;;;;;;;;;;;;;
OP42;Operational Amplifier;Analog Devices;Y;;Y;;;;;;;;;;;;;;;;
LT1037;Operational Amplifier;Linear Technology;Y;;Y;;;;;;;;;;;;;;;;
54ACTQ14;Hex Inverter;National Semiconductor;Y;;Y;;;;;;;;;;;;;;;;
54ACTQ244;Buffer/Line Driver;National Semiconductor;Y;;Y;;;;;;;;;;;;;;;;
54ACTQ16244;Buffer/Line Driver;National Semiconductor;Y;;Y;;;;;;;;;;;;;;;;
SG1526;PWM Controller;Micro-Semi;Y;;Y;;;;;;;;;;;;;;;;
LP2951;Voltage Regulator;National Semiconductor;Y;;Y;;;;;;;;;;;;;;;;
NAND01GW3BZAN6E;NAND Flash;ST Microelectronics;Y;;Y;;;;;;;;;;;;;;;;
AMD29LV256;256M bit Flash;Advanced Micro Devices;Y;;Y;;;;;;;;;;;;;;;;
K9F4G08U0A;NAND Flash;Samsung;Y;;Y;;;;;;;;;;;;;;;;
TC58FVM7B2ATG-65;128M bit NOR Flash;Toshiba;Y;;Y;;;;;;;;;;;;;;;;
AT22V10;EEPLD;Atmel;Y;;Y;;;;;;;;;;;;;;;;
TL431;Programmable Shunt Regulator;Texas Instruments;Y;;Y;;;;;;;;;;;;;;;;
AD584;Voltage Reference;Analog Devices;Y;;Y;;;;;;;;;;;;;;;;
AD589;Voltage Reference;Analog Devices;Y;;Y;;;;;;;;;;;;;;;;
OMH3075;Hall Effect Sensor;Optek Technology;Y;;Y;;;;;;;;;;;;;;;;
HCPL-6751;Power MOSFET Optocoupler;Agilent Technologies;Y;;;;;;;;;;;;;Y;;;;;
LX25, Virtex IV;FPGA;Xilinx;Y;;;;;;;;H;H,P;;;;;;;;;
XC4VFX60;FPGA;Xilinx;Y;;;;;;;;H;H;;;;;;;;;
RH137H;Voltage Regulator;Linear Technology;Y;;;;;;;H;;;;;;;;;;;
TPS76710;Voltage Regulator;Texas Instruments;Y;;;;;;;H;;H;;;;;;;;;
TPS73601;Voltage Regulator;Texas Instruments;Y;;;;;;;H;;H;;;;;;;;;
SAT8605R;Voltage Regulator;SatCon Electronics;Y;;;;;;;H;;H;;;;;;;;;
ACT8601;Voltage Regulator;Aeroflex;Y;;;;;;;H;;H;;;;;;;;;
TL431;Programmable Shunt Regulator;Texas Instruments;Y;;;;;;;H;;H;;;;;;;;;
LMH6702;Operational Amplifier;National Semiconductor;Y;;;;;;;H;;H;;;;;;;;;
RH1499;Operational Amplifier;Linear Technology;Y;;;;;;;H;;H;;;;;;;;;
AD549;Operational Amplifier;Analog Devices;Y;;;;;;;H;;H;;;;;;;;;
HCPL625K;Optocoupler;Agilent Technologies;Y;;;;;;;P;;;;;;;;;;;
HCPL-6751;Power MOSFET Optocoupler;Agilent Technologies;Y;;;;;;;P;;;;;;;;;;;
SHD85202;Power MOSFET Driver;Sensitron;Y;;;;;;;;;H;;;;;;;;;
53111;Power MOSFET Optocoupler;Micropac;Y;;;;;;;H,P;;H;;H;;;;;;;
MSAFX11P50A;Power MOSFET;Microsemi;Y;;;;;;;;;;;H;;;;;;;
OMH3075S;Hall Effect Sensor;Optek Technology;Y;;;;;;;H;;H;;;;;;;;;
TGL4302;Voltage Variable Attenuator MMIC;Triquint;Y;;;;;;;H;;H;;;;;;;;;
2N2222;NPN Bipolar Transistor;Microsemi;Y;;;;;;;H;;H;;;;;;;;;
XC4VFX12;FPGA;Xilinx;Y;;;;;;;;;;;;Y;;;;;;
Prototype;SRAM;;Y;;;;;;;;;N;;;;;;;;;
MT29F608AAA;4Gbit Flash;Samsung;Y;;Y;;;;;;;;;;;;;;;;
K9F4608UOA;4Gbit Flash;Hynix;Y;;Y;;;;;;;;;;;;;;;;
HY27UF08462M;4Gbit Flash;Micron;Y;;Y;;;;;;;;;;;;;;;;
MR2A16A512KB;4Gbit Flash;Freescale;Y;;Y;;;;;;;;;;;;;;;;
Guide to the Radiation;Effects Data Workshop 2006;;;;;;;;;;;;;;;;;;;;
Test Structure;7HP SiGe HBT Transistor;IBM;Y;;;Y;;;;;;;;;;;;;;;
AD7821;8 bit ADC;Analog Devices;Y;;;Y;;;;;;;;;;;;;;;
AD5334;8 bit DAC;Analog Devices;Y;;;Y;;;;;;;;;;;;;;;
AFL2828SX/CH;DC-DC Converter;International Rectifier;Y;;;Y;;;;;;;;;;;;;;;
SMSA2815S;DC-DC Converter;Interpoint;Y;;;Y;;;;;;;;;;;;;;;
SMSA2815S;DC-DC Converter;Interpoint;Y;;;Y;;;;;;;;;;;;;;;
RM124;Operational Amplifier;National Semiconductor;Y;;;Y;;;;;;;;;;;;;;;
AD713S;Operational Amplifier;Analog Devices;Y;;;Y;;;;;;;;;;;;;;;
52AC273;Logic;National Semiconductor;Y;;;Y;;;;;;;;;;;;;;;
HY27UF084G2M;4Gbit Flash;Hynix;Y;;;Y;;;;;;;;;;;;;;;
MT29F4G08AAAWP;4Gbit Flash;Micron;Y;;;Y;;;;;;;;;;;;;;;
K9F4G08U0A;4Gbit Flash;Samsung;Y;;;Y;;;;;;;;;;;;;;;
K9F4G08U0A;4Gbit Flash;Samsung;Y;;;Y;;;;;;;;;;;;;;;
MR2A16ATS35CUOYAN;MRAM;Freescale;Y;;;Y;;;;;;;;;;;;;;;
XC4VFX60;FPGA;Xilinx;Y;;;Y;;;;;;;;;;;;;;;
AD549SH/883;Operational Amplifier;Analog Devices;Y;;;Y;;;;;;;;;;;;;;;
MAX997;Voltage Comparator;Maxim;Y;;;Y;;;;;;;;;;;;;;;
SR-ESAPMOS4/RAD;Dosimeter;National Mico Research Centre;Y;;;Y;;;;;;;;;;;;;;;
SA8016;Fractional N Synthersizer;Philips;Y;;;Y;;;;;;;;;;;;;;;
MIC4423;Power MOSFET Driver;Micrel;Y;;;Y;;;;;;;;;;;;;;;
OMH3075S;Hall Effect Sensor;Optek Technologies;Y;;;Y;;;;;;;;;;;;;;;
AD654;Voltage to Frequency Converter;Analog Devices;Y;;;Y;;;;;;;;;;;;;;;
SIDECAR ASIC;ASIC;Teledyne;Y;;;;;;;;H;H;;;;;;;;;
XC4VFX60;FPGA;Xilinx;Y;;;;;;;;P;P;;;;;;;;;
AFL2828;DC-DC Converter;Interpoint;Y;;;;;;;H;;H;;;;;;;;;
TPS75003;Power Management IC;Texas Instruments;Y;;;;;;;H;;H;;;;;;;;;
SMSA2815;DC-DC Converter;Interpoint;Y;;;;;;;H;;H;;;;;;;;;
MSK5101;Voltage Regulator;MS Kennedy;Y;;;;;;;H;;;;;;;;;;;
MAX997;Voltage Comparator;Maxim;Y;;;;;;;H;;;;;;;;;;;
LM124;Operational Amplifier;National Semiconductor;Y;;;;;;;H;;;;;;;;;;;
LMP2012;Operational Amplifier;National Semiconductor;Y;;;;;;;H;;;;;;;;;;;
LM139;Voltage Comparator;Texas Instruments;Y;;;;;;;H;;;;;;;;;;;
LM139;Voltage Comparator;National Semiconductor;Y;;;;;;;H;;;;;;;;;;;
K9F4G08U0A;4 Gbit Flash;Samsung;Y;;;;;;;;;H,P;;;;;;;;;
SA8016;Synthesizer;Philips;Y;;;;;;;H;H;H;;;;;;;;;
HI-507;Analog Multiplexer;Intersil;Y;;;;;;;;;H;;;;;;;;;
ADG411;Analog Switch;Analog Devices;Y;;;;;;;;;H;;;;;;;;;
DG202AEUE;Analog Switch;Maxim;Y;;;;;;;;;H;;;;;;;;;
DG412AK;Analog Switch;Maxim;Y;;;;;;;;;H;;;;;;;;;
DG413AK;Analog Switch;Maxim;Y;;;;;;;;;H;;;;;;;;;
ISL43110;Analog Switch;Intersil;Y;;;;;;;;;H;;;;;;;;;
AD9731;10 bit ADC;Analog Devices;Y;;;;;;;;;H;;;;;;;;;
AD1672;12 bit ADC;Analog Devices;Y;;;;;;;;;H;;;;;;;;;
AD9042;12 bit ADC;Analog Devices;Y;;;;;;;;;H;;;;;;;;;
LTC1409;12 bit ADC;Linear Technology;Y;;;;;;;;;H;;;;;;;;;
AD9240;14 bit ADC;Analog Devices;Y;;;;;;;;;H;;;;;;;;;
AD9244;14 bit ADC;Analog Devices;Y;;;;;;;;;H;;;;;;;;;
LTC1417;14 bit ADC;Linear Technology;Y;;;;;;;;;H;;;;;;;;;
LTC1419AIG;14 bit ADC;Linear Technology;Y;;;;;;;;;H;;;;;;;;;
AD977;16 bit ADC;Analog Devices;Y;;;;;;;;;H;;;;;;;;;
ADS7809;16 bit ADC;Burr-Brown;Y;;;;;;;;;H;;;;;;;;;
LTC1609;16 bit ADC;Linear Technology;Y;;;;;;;;;H;;;;;;;;;
LTC1609;16 bit ADC;Linear Technology;Y;;;;;;;;;H;;;;;;;;;
LTC1604;16 bit ADC;Linear Technology;Y;;;;;;;;;H;;;;;;;;;
LTC1609;16 bit ADC;Linear Technology;Y;;;;;;;;;H;;;;;;;;;
LTC1864;16 bit ADC;Linear Technology;Y;;;;;;;;;H;;;;;;;;;
AD7714;24 bit ADC;Analog Devices;Y;;;;;;;;;H;;;;;;;;;
CPPC7L-BP-1.2TST;Oscillator;Cardinal;Y;;;;;;;;;H;;;;;;;;;
TCXO-5X7-12.0MHz;Oscillator;Cardinal;Y;;;;;;;;;H;;;;;;;;;
VPC1-E3F;Oscillator;VITE Technology;Y;;;;;;;;;H;;;;;;;;;
CD54HCT4046;Phased Locked Loop;Texas Instruments;Y;;;;;;;;;H;;;;;;;;;
CDCV885;Phased Locked Loop Clock;Texas Instruments;Y;;;;;;;;;H;;;;;;;;;
CY22392;Phased Locked Loop Clock;Cypress;Y;;;;;;;;;H;;;;;;;;;
X9C503;8 bit DAC;Xicor;Y;;;;;;;;;H;;;;;;;;;
AD8420;12 bit DAC;Analog Devices;Y;;;;;;;;;H;;;;;;;;;
AD7541;12 bit DAC;Harris;Y;;;;;;;;;H;;;;;;;;;
AD7245A;12 bit DAC;Analog Devices;Y;;;;;;;;;H;;;;;;;;;
MAX539;12 bit DAC;Maxim;Y;;;;;;;;;H;;;;;;;;;
LTC1595;16 bit ADC;Linear Technology;Y;;;;;;;;;H;;;;;;;;;
AD768;16 bit ADC;Analog Devices;Y;;;;;;;;;H;;;;;;;;;
LTC1650;16 bit ADC;Linear Technology;Y;;;;;;;;;H;;;;;;;;;
ADSP-2100;Digital Signal Processor;Analog Devices;Y;;;;;;;;;H;;;;;;;;;
ADSP-BF533;Digital Signal Processor;Analog Devices;Y;;;;;;;;;H;;;;;;;;;
Stratix-II;FPGA;Altera;Y;;;;;;;;;H;;;;;;;;;
Pro-ASIC Plus;FPGA;Actel;Y;;;;;;;;;H;;;;;;;;;
UT63M147;1553 Transceiver;Aeroflex;Y;;;;;;;H;;H;;;;;;;;;
26CTLV31;Differential Driver;Intersil;Y;;;;;;;H;;;;;;;;;;;
SN55LBC174;Differential Driver;Texas Instruments;Y;;;;;;;H;;H;;;;;;;;;
26CLV32RH;Differential Receiver;Intersil;Y;;;;;;;H;;;;;;;;;;;
26CT32RH;Differential Receiver;Intersil;Y;;;;;;;H;;;;;;;;;;;
SN55LBC175;Differential Receiver;Texas Instruments;Y;;;;;;;H;;H;;;;;;;;;
SEN-5588;Power MOSFET Driver;Sensitron;Y;;;;;;;;;H;;;;;;;;;
LTC1157;Power MOSFET Driver;Linear Technology;Y;;;;;;;;;H;;;;;;;;;
TC4423;Power MOSFET Driver;Microchip;Y;;;;;;;;;H;;;;;;;;;
NCS7S08;Logic;Fairchild;Y;;;;;;;;;H;;;;;;;;;
CDCV304;Clock Buffer;Texas Instruments;Y;;;;;;;;;H;;;;;;;;;
SN54LVTH244;Octal Buffer;Texas Instruments;Y;;;;;;;;;H;;;;;;;;;
X9C503;Digital Potentiometer;Xicor;Y;;;;;;;;;H;;;;;;;;;
AD7750;Voltage to Frequency Converter;Analog Devices;Y;;;;;;;;;H;;;;;;;;;
LTC1387;RS-232/485 Transceiver;Linear Technology;Y;;;;;;;;;H;;;;;;;;;
ADV7183B;SDTV Video Decoder;Analog Devices;Y;;;;;;;;;H;;;;;;;;;
LTC1772;DC-DC Converter;Linear Technology;Y;;;;;;;;;H;;;;;;;;;
MAX708;uP Supervisory Circuit;Maxim;Y;;;;;;;;;H;;;;;;;;;
ADuM1404;Digital Isolator;Analog Devices;Y;;;;;;;;;H;;;;;;;;;
ADT7461A;Digital Thermometer;Analog Devices;Y;;;;;;;;;H;;;;;;;;;
DS1631;Digital Thermometer;Maxim;Y;;;;;;;;;H;;;;;;;;;
TSS902E;Viterbi Decoder;Atmel;Y;;;;;;;;;H;;;;;;;;;
IDT72V36110;FIFO;Integrated Device Technology;Y;;;;;;;;;H;;;;;;;;;
PSD4256G6V;Memory;ST Microelectronics;Y;;;;;;;;;H;;;;;;;;;
AT25256AN;EEPROM;Atmel;Y;;;;;;;;;H;;;;;;;;;
;256 Mbit Flash;StrataFlash;Y;;;;;;;;;H;;;;;;;;;
K9F2G08UOM;Flash;Samsung;Y;;;;;;;;H;;;;;;;;;;
LTC2052;Operational Amplifier;Linear Technology;Y;;;;;;;;;H;;;;;;;;;
LTC2052;Operational Amplifier;Linear Technology;Y;;;;;;;;;H;;;;;;;;;
LMC6035;Operational Amplifier;National Semiconductor;Y;;;;;;;;;H;;;;;;;;;
LMC6482;Operational Amplifier;National Semiconductor;Y;;;;;;;;;H;;;;;;;;;
OP220;Operational Amplifier;Analog Devices;Y;;;;;;;H;;;;;;;;;;;
OP27;Operational Amplifier;Analog Devices;Y;;;;;;;H;;;;;;;;;;;
RH108AW;Operational Amplifier;Linear Technology;Y;;;;;;;H;;;;;;;;;;;
TLC27M4;Operational Amplifier;Texas Instruments;Y;;;;;;;;;H;;;;;;;;;
LMC6464;Operational Amplifier;National Semiconductor;Y;;;;;;;;;H;;;;;;;;;
6N134;Optocoupler;Agilent Technologies;Y;;;;;;;H;;;;;;;;;;;
HCPL-6250;Optocoupler;Agilent Technologies;Y;;;;;;;H;;;;;;;;;;;
MT48LC16M16A;SDRAM;Micron;Y;;;;;;;;;H;;;;;;;;;
AD790;Voltage Comparator;Analog Devices;Y;;;;;;;H;;;;;;;;;;;
CMP401;Voltage Comparator;Analog Devices;Y;;;;;;;H;;;;;;;;;;;
LM119;Voltage Comparator;National Semiconductor;Y;;;;;;;H;;;;;;;;;;;
LM139;Voltage Comparator;National Semiconductor;Y;;;;;;;H;;;;;;;;;;;
LM185;Voltage Reference;National Semiconductor;Y;;;;;;;H;;;;;;;;;;;
LM2941;Voltage Regulator;National Semiconductor;Y;;;;;;;H;;;;;;;;;;;
HS-117RH;Voltage Regulator;Intersil;Y;;;;;;;H;;;;;;;;;;;
LM117;Voltage Regulator;National Semiconductor;Y;;;;;;;H;;;;;;;;;;;
LM117HVH;Voltage Regulator;National Semiconductor;Y;;;;;;;H;;;;;;;;;;;
LM137;Voltage Regulator;National Semiconductor;Y;;;;;;;H;;;;;;;;;;;
RH1085;Voltage Regulator;Linear Technology;Y;;;;;;;H;;;;;;;;;;;
LTC3413;DC-DC Converter;Linear Technology;Y;;;;;;;H;;;;;;;;;;;
MSK5920-1.5RH;Voltage Regulator;MS Kennedy;Y;;;;;;;H;;;;;;;;;;;
MSK5920-2.5RH;Voltage Regulator;MS Kennedy;Y;;;;;;;H;;;;;;;;;;;
MT29F4G08AAA;4 Gbit Flash;Micron;Y;;Y;;;;;;;;;;;;;;;;
;256 Mbit SDRAM;Samsung;Y;;;;;;;;H;;;;;;;;;;
;256 Mbit SDRAM;Toshiba;Y;;;;;;;;H;;;;;;;;;;
LTC1419;;Linear Technology;Y;;;;;;;;;H;;;;;;;;;
55LBC174;;Texas Instruments;Y;;;;;;;;;H;;;;;;;;;
55LBC175;;Texas Instruments;Y;;;;;;;;;H;;;;;;;;;
CD54HCT4046;;Texas Instruments;Y;;;;;;;;;H;;;;;;;;;
HI-507;;Intersil;Y;;;;;;;;;H;;;;;;;;;
ISL43110;;Intersil;Y;;;;;;;;;H;;;;;;;;;
UT63M147;;Aeroflex;Y;;;;;;;;;H;;;;;;;;;
54LVTH244;;Texas Instruments;Y;;;;;;;;;H;;;;;;;;;
ADuM1401;;Analog Devices;Y;;;;;;;;;H;;;;;;;;;
HS-26CLV32RH;Differential Receiver;Intersil;Y;;;;;;;H;;;;;;;;;;;
HS-26CLV31RH;Differential Driver;Intersil;Y;;;;;;;H;;;;;;;;;;;
HS-26CT32RH;Differential Receiver;Intersil;Y;;;;;;;H;;;;;;;;;;;
HS-26CT32RH;Differential Driver;Intersil;Y;;;;;;;H;;;;;;;;;;;
55LBC175;Differential Receiver;Texas Instruments;Y;;;;;;;H;;;;;;;;;;;
55LBC174;Differential Driver;Texas Instruments;Y;;;;;;;H;;;;;;;;;;;
Test Structure;Gate Ocide 90nm;;Y;;Y;;;;;;;;;H;;;;;;;
NGCP3580;Analog Multiplexer;Northop Grumman;Y;;Y;;;;;;;;;;;;;;;;
Test Structure;Phase Locked Loop;Aeroflex;Y;;;;;;;H;;;;;;;;;;;
XC5VLX50T;FPGA;Xilinx;Y;;;;;;;;;;;;Y;;;;;;
XC3S200;FPGA;Xilinx;Y;;Y;;;;;H;;;H;;;;;;;;
XQR4VSX55;FPGA;Xilinx;Y;;;;;;;H;;;H;;;;;;;;
XQR4VFX60;FPGA;Xilinx;Y;;;;;;;H;;;H;;;;;;;;
XQR4VFX140;FPGA;Xilinx;Y;;;;;;;H;;;H;;;;;;;;
;CYCLONE-HIF;;;;;;;;;;;;;;;;;Y;;;
;ATLAS;;;;;;;;;;;;;;;;;Y;;;
LM139AxRLQMLV;Voltage Comparator;National Semiconductor;Y;;;Y;;;;;;;;;;;;;;;
LM193AxRLQMLV;Voltage Comparator;National Semiconductor;Y;;;Y;;;;;;;;;;;;;;;
LM124AxRLQMLV;Operational Amplifier;National Semiconductor;Y;;;Y;;;;;;;;;;;;;;;
PM108;Operational Amplifier;Analog Devices;Y;;;Y;;;;;;;;;;;;;;;
PM139A;Voltage Comparator;Analog Devices;Y;;;Y;;;;;;;;;;;;;;;
LM139;Voltage Comparator;Analog Devices;Y;;Y;Y;;;;;;;;;;;;;;;
LM139;Voltage Comparator;National Semiconductor;Y;;Y;Y;;;;;;;;;;;;;;;
LM124A;Operational Amplifier;National Semiconductor;Y;;Y;Y;;;;;;;;;;;;;;;
LM124A;Operational Amplifier;National Semiconductor;Y;;Y;Y;;;;;;;;;;;;;;;
LM101A;Operational Amplifier;National Semiconductor;Y;;Y;Y;;;;;;;;;;;;;;;
OP470A;Operational Amplifier;Analog Devices;Y;;Y;Y;;;;;;;;;;;;;;;
HCPL-268K;Optocoupler;Agilent Technologies;Y;;Y;Y;;;;;;;;;;;;;;;
AD534;Analog Multiplexer;Analog Devices;Y;;Y;Y;;;;;;;;;;;;;;;
RH1009;Voltage Reference;Linear Technology;Y;;Y;Y;;;;;;;;;;;;;;;
SG1825;Pulse Width Modulator;Microsemi;Y;;Y;Y;;;;;;;;;;;;;;;
SG1846;Pulse Width Modulator;Microsemi;Y;;Y;Y;;;;;;;;;;;;;;;
61055;Phottransistor;Micropac;Y;;Y;;;;;;;;;;;Y;;;;;
MIC-1006-4;Phottransistor;Micropac;Y;;Y;;;;;;;;;;;Y;;;;;
Standard;Dosimetry of Proton Beams;;;;;;;;;;;;;;;;;;Y;;
388076-0001;ICE Controller;AMI;Y;;Y;;;;;;;;;;;;;;;;
745ABT126D;Buffer;Philips;Y;;Y;;;;;;;;;;;;Y;;;;
74AC175MTCX;Flip Flop;Fairchild;Y;;Y;;;;;;;;;;;;;;;;
74AC74MTCX;Flip Flop;Fairchild;Y;;Y;;;;;;;;;;;;;;;;
SN74AHC1G00DCKR;NAND;Texas Instruments;Y;;Y;;;;;;;;;;;;;;;;
SN74AHC1G02DVBR;NOR;Texas Instruments;Y;;Y;;;;;;;;;;;;;;;;
SN74AHC1G86DBVR;XOR;Texas Instruments;Y;;Y;;;;;;;;;;;;;;;;
MPC603ERX133LL;Microprocessor;Freescale;Y;;Y;;;;;;;;;;;;;;;;
AD603AR;Variable Gain Amplifier;Analog Devices;Y;;;;;;;;;;;;;;Y;;;;
AD817AR;Operational Amplifier;Analog Devices;Y;;Y;;;;;;;;;;;;Y;;;;
AD820AR;Operational Amplifier;Analog Devices;;;;;;;;;;;;;;;;;;;
AD823AR;Operational Amplifier;Analog Devices;Y;;Y;;;;;;;;;;;;;;;;
OP1177ARM;Operational Amplifier;Analog Devices;Y;;Y;;;;;;;;;;;;Y;;;;
OP297GS;Operational Amplifier;Analog Devices;Y;;Y;;;;;;;;;;;;Y;;;;
OPA655U;Operational Amplifier;Texas Instruments;Y;;;;;;;;;;;;;;Y;;;;
LMC6482AIM;Operational Amplifier;National Semiconductor;Y;;Y;;;;;;;;;;;;Y;;;;
MAX4200EUK-T;Buffer;Maxim;Y;;;;;;;;;;;;;;Y;;;;
AD7249BR;12 bit DAC;Analog Devices;Y;;Y;;;;;;;;;;;;Y;;;;
AD7858BR;12 bit ADC;Analog Devices;Y;;Y;;;;;;;;;;;;;;;;
ADS1211U;24 bit ADC;Texas Instruments;Y;;Y;;;;;;;;;;;;;;;;
PCM1702U;24 bit DAC;Texas Instruments;Y;;Y;;;;;;;;;;;;Y;;;;
ADG426BRS;Analog Multiplexer;Analog Devices;Y;;Y;;;;;;;;;;;;;;;;
ALD4213SC;Analog Switch;Advanced Linear Devices;Y;;Y;;;;;;;;;;;;;;;;
DG419DY;Analog Switch;Vishay;Y;;Y;;;;;;;;;;;;;;;;
MAX4690EAE;Analog Switch;Maxim;Y;;Y;;;;;;;;;;;;;;;;
MAX4821EAE;Relay Driver;Maxim;Y;;Y;;;;;;;;;;;;;;;;
CAT24WC256KA;EEPROM;Catalyst;Y;;Y;;;;;;;;;;;;;;;;
AT24C256W-10SI-2.7;EEPROM;Atmel;Y;;Y;;;;;;;;;;;;;;;;
TE28F160S3-100;16 Mbit Flash;Intel;Y;;Y;;;;;;;;;;;;;;;;
S29GL128N90TFIR2;128 Mbit Flash;Spansion;Y;;Y;;;;;;;;;;;;;;;;
DN3525N8;Power MOSFET;Supertex;Y;;Y;;;;;;;;;;;;;;;;
IRF3205S;Power MOSFET;International Rectifier;Y;;Y;;;;;;;;;;;;;;;;
IRF7458;Power MOSFET;International Rectifier;Y;;Y;;;;;;;;;;;;;;;;
IRFR9220TR;Power MOSFET;International Rectifier;Y;;Y;;;;;;;;;;;;;;;;
IRL540NS;Power MOSFET;International Rectifier;Y;;Y;;;;;;;;;;;;;;;;
IRLR024TR;Power MOSFET;International Rectifier;Y;;Y;;;;;;;;;;;;;;;;
SI2301BDS-T1;Power MOSFET;Vishay;Y;;Y;;;;;;;;;;;;;;;;
SI2302DS;Power MOSFET;Vishay;Y;;Y;;;;;;;;;;;;;;;;
SI2320DS;Power MOSFET;Vishay;Y;;Y;;;;;;;;;;;;;;;;
SI4450DY;Power MOSFET;Vishay;Y;;Y;;;;;;;;;;;;;;;;
SI4559EYT1;Power MOSFET;Vishay;Y;;Y;;;;;;;;;;;;;;;;
SI4920DYT1;Power MOSFET;Vishay;Y;;Y;;;;;;;;;;;;;;;;
SI4963DYT1;Power MOSFET;Vishay;Y;;Y;;;;;;;;;;;;;;;;
TP0610T;Power MOSFET;Supertex;Y;;Y;;;;;;;;;;;;;;;;
TP2510N8;Power MOSFET;Supertex;Y;;Y;;;;;;;;;;;;;;;;
LT1121IST-5;Low Dropout Voltage Regulator;Linear Technology;Y;;Y;;;;;;;;;;;;Y;;;;
LT1129IS8;Low Dropout Voltage Regulator;Linear Technology;Y;;;;;;;;;;;;;;Y;;;;
LT1175IS8-5;Low Dropout Voltage Regulator;Linear Technology;Y;;;;;;;;;;;;;;Y;;;;
REF01CS;Voltage Reference;Analog Devices;Y;;;;;;;;;;;;;;Y;;;;
MAX505AEAG;24 bit DAC;Maxim;Y;;Y;;;;;;;;;;;;Y;;;;
MAX909ESA;Voltage Comparator;Maxim;Y;;Y;;;;;;;;;;;;Y;;;;
MAX973ESA;Voltage Comparator;Maxim;Y;;Y;;;;;;;;;;;;Y;;;;
TL431AID;Voltage Reference;ST Microelectronics;Y;;;;;;;;;;;;;;Y;;;;
UC2903DW;Power Supply Monitor;Texas Instruments;Y;;Y;;;;;;;;;;;;Y;;;;
MOC213-M;Optocoupler;Fairchild;Y;;Y;;;;;;;;;;;;Y;;;;
OMH3075;Hall Effect Sensor;Optek;Y;;Y;Y;;;;H;;H;;;;;Y;;;;
4N55;Optocoupler;Avago;Y;;;Y;;;;;;;;;;;;;;;
LM119;Voltage Comparator;National Semiconductor;Y;;Y;Y;;;;;;;;;;;;;;;
LM158;Operational Amplifier;National Semiconductor;Y;;Y;Y;;;;;;;;;;;;;;;
LM158A;Operational Amplifier;National Semiconductor;Y;;Y;Y;;;;;;;;;;;;;;;
AD620;Instrumentation Amplifier;Analog Devices;Y;;;Y;;;;;;;;;;;;;;;
AD580LH;Voltage Reference;Analog Devices;Y;;;Y;;;;;;;;;;;;;;;
AD588TQ;Voltage Reference;Analog Devices;Y;;;Y;;;;;;;;;;;;;;;
AD1671;12 bit DAC;Analog Devices;Y;;;Y;;;;;;;;;;;;;;;
OM1850;Low Dropout Voltage Regulator;International Rectifier;Y;;;Y;;;;;;;;;;;;;;;
EL7457;Quad CMOS Driver;Intersil;Y;;Y;;;;;;;;;;;;;;;;
OP400;Operational Amplifier;Analog Devices;Y;;;Y;;;;;;;;;;;;;;;
AD630;Balanced Modulator/Demodulator;Analog Devices;Y;;;Y;;;;;;;;;;;;;;;
2N3019;NPN Transistor;Microsemi;Y;;;Y;;;;;;;;;;;;;;;
PA07;Power Operational Amplifier;Apex;Y;;;;;;;;;;H;;;;;;;;
REF02;Voltage Reference;Analog Devices;Y;;;;;;;H;;;;;;;;;;;
IS-2981;8-Channel Source Driver;Intersil;Y;;;;;;;H;;;;;;;;;;;
EL7457;Quad CMOS Driver;Intersil;Y;;;;;;;;;H;;;;;;;;;
MAX997;Voltage Comparator;Maxim;Y;;;;;;;H;;H;;;;;;;;;
DG390;Analog Switch;Maxim;Y;;;;;;;H;;H;;;;;;;;;
SG1845;Pulse Width Modulator;Microsemi;Y;;;;;;;H;;H;;;;;;;;;
SG1846;Pulse Width Modulator;Microsemi;Y;;;;;;;H;;H;;;;;;;;;
AD822;Operational Amplifier;Analog Devices;Y;;;;;;;H;;;;;;;;;;;
LM124;Operational Amplifier;National Semiconductor;Y;;;;;;;H;;;;;;;;;;;
LM139;Operational Amplifier;Texas Instruments;Y;;;;;;;H;;;;;;;;;;;
UC1708;Power MOSFET Driver;Texas Instruments;Y;;;;;;;H;;;;;;;;;;;
RH1086;Voltage Regulator;Linear Technology;Y;;;;;;;H;;H;;;;;;;;;
RI1773;Power MOSFET Driver;International Rectifier;Y;;;;;;;H;;H;;;;;;;;;
APT50M38PLL;Power MOSFET;Microsemi;Y;;;;;;;;;;;H;;;;;;;
IRH7250;Power MOSFET;International Rectifier;Y;;;;;;;;;;;H;;;;;;;
AFL12028;DC-DC Converter;International Rectifier;Y;;;;;;;H;;H;;;;;;;;;
