Part No.,Type,Manufacture,Terrestrial,Flight,TID-Co60,TID-ELDRS,TID-Protons,TID-Electrons,Dose Rate,DD-Protons,DD-Neutrons,Facilities,Standard,Environment,Shielding,SEE
TPS54821,DC-DC Converter,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
AD7609,18 bit DAC,Analog Devices,Y,,,,,,,,,,,,,['SEL:H']
ADS8320,16 bit ADC,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
ADS1278,24 bit ADC,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
LTC2387,18 bit ADC,Linear Technology,Y,,,,,,,,,,,,,['SEL:H']
ADS1178,16 bit ADC,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
AD5685,14 bit DAC,Analog Devices,Y,,,,,,,,,,,,,['SEL:H']
LTC4151,Voltage/Current Monitor,Linear Technology,Y,,,,,,,,,,,,,['SEL:H']
LTC2945,Power Monitor,Linear Technology,Y,,,,,,,,,,,,,['SEL:H']
MAX16058,Supervisory Circuit,Maxim,Y,,,,,,,,,,,,,['SEL:H']
LTC6104,Current Sense Amplifier,Linear Technology,Y,,,,,,,,,,,,,['SEL:H']
AD7793,24 bit ADC,Analog Devices,Y,,,,,,,,,,,,,['SEL:H']
LTC2309,12 bit ADC,Linear Technology,Y,,,,,,,,,,,,,['SEL:H']
AD5242,Digital Potentiometer,Analog Devices,Y,,,,,,,,,,,,,['SEL:H']
MAX1254,12 bit ADC,Maxim,Y,,,,,,,,,,,,,['SEL:H']
MAX31855,Thermocouple to Digital,Maxim,Y,,,,,,,,,,,,,['SEL:H']
LTC2271,16 bit ADC,Linear Technology,Y,,,,,,,,,,,,,['SEL:H']
UCC27211,Gate Driver,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
DRV8870,M otor Driver,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
HS4424,MOSFET Driver,Intersil,Y,,,,,,,,,,,,,['SEL:H']
EP3C10M1645C8N,FPGA,Altera,Y,,,,,,,,,,,,,['SEL:H']
,ASIC,Todds ASIC,Y,,,,,,,,,,,,,['SEL:H']
,ASIC,ECOSTRESS ASIC,Y,,,,,,,,,,,,,['SEL:H']
LCMXO2-4000HC,FPGA,Lattice Semiconductor,Y,,,,,,,,,,,,,['SEL:H']
NB6L14SMNG,LVDS Buffer,ON Semi,Y,,,,,,,,,,,,,['SEL:H']
Si5338B,Clock Buffer,Silicon Labs,Y,,,,,,,,,,,,,['SEL:H']
ATXMEGA32E5,MicroController,Microchip Technologies,Y,,,,,,,,,,,,,['SEL:H']
EP5368QI,SOC,Altera,Y,,,,,,,,,,,,,['SEL:H']
EFM32WG,MicroController,Silicon Labs,Y,,,,,,,,,,,,,['SEL:H']
CC3200,MicroController,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
NRF52832,MicroController,Nordic Semiconductor,Y,,,,,,,,,,,,,['SEL:H']
QCA7000,PHY,Qualcomm,Y,,,,,,,,,,,,,['SEL:H']
XBEES2D,RF Transceiver,Digi Internaltional,Y,,,,,,,,,,,,,['SEL:H']
XBEES1D,RF Transceiver,Digi Internaltional,Y,,,,,,,,,,,,,['SEL:H']
AD9361,RF Transceiver,Analog Devices,Y,,,,,,,,,,,,,['SEL:H']
XMEGA256A3U,MicroController,Atmel,Y,,,,,,,,,,,,,['SEL:H']
TPS22921,Load Switch,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
SHPCIE100,Oscillator,Saronix-ecera,Y,,,,,,,,,,,,,['SEL:H']
TMS320F2808PZS,Digital Signal Processor,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
IRS2011,MOSFET Driver,Infineon,Y,,,,,,,,,,,,,['SEL:H']
ADIS16209,Inclinometer,Analog Devices,Y,,,,,,,,,,,,,['SEL:H']
IMX214,CMOS Imager,Sony,Y,,,,,,,,,,,,,['SEL:H']
SCA100T-D02,Inclinometer,Murata,Y,,,,,,,,,,,,,['SEL:H']
MAX17005B,Batteru Charge Controller,Maxim,Y,,,,,,,,,,,,,['SEL:H']
BMI160,Inertial Measurement Unit,Bosch,Y,,,,,,,,,,,,,['SEL:H']
MPU-9250,MEMS Senor,InvenSense,Y,,,,,,,,,,,,,['SEL:H']
BMP280,Barometric Pressure Sensor,Bosch,Y,,,,,,,,,,,,,['SEL:H']
ADG804YRM,Analog Multiplexer,Analog Devices,Y,,,,,,,,,,,,,['SEL:H']
HS-201,Analog Switch,Intersil,Y,,,,,,,,,,,,,['SEL:H']
A3967,Motor Driver,Allegro MicroSystems,Y,,,,,,,,,,,,,['SEL:H']
MAX16043,Voltage Monitor,Maxim,Y,,,,,,,,,,,,,['SEL:H']
LTC680313,Battery Stack Monitor,Linear Technology,Y,,,,,,,,,,,,,['SEL:H']
CMV2000,CMOS Imager,CMOSIS,Y,,,,,,,,,,,,,['SEL:H']
TXS02612RTWR,Level Translator,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
SCA100T,Inclinometer,Murata,Y,,,,,,,,,,,,,['SEL:H']
LT8490,Battery Charge Controller,Linear Technology,Y,,,,,,,,,,,,,['SEL:H']
TXS0108EPWR,Level Translator,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
TPS22921,Load Switch,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
K9F8G08UXM,Flash Memory,Samsung,Y,,,,,,,,,,,,,['SEL:H']
M25P16-VMP6G,Flash Memory,Micron,Y,,,,,,,,,,,,,['SEL:H']
93AA86B,EEPROM,Microchip Technologies,Y,,,,,,,,,,,,,['SEL:H']
DS2M-08GI81AW1STB0 5,microSDCard,InnoDisk,Y,,,,,,,,,,,,,['SEL:H']
AD8219,Current Sense Amplifier,Analog Devices,Y,,,,,,,,,,,,,['SEL:H']
MAX9938,Current Sense Amplifier,Maxim,Y,,,,,,,,,,,,,['SEL:H']
RH1056,Operational Amplifier,Linear Technology,Y,,,,,,,,,,,,,"['SET:H', 'SEB:H', 'SEGR:H']"
MAX44284,Current Sense Amplifier,Maxim,Y,,,,,,,,,,,,,"['SEB:H', 'SEGR:H']"
AD8552,Operational Amplifier,Analog Devices,Y,,,,,,,,,,,,,"['SEB:H', 'SEGR:H']"
STW65N80K5,Power MOSFET,ST Microelectronics,Y,,,,,,,,,,,,,"['SEB:H', 'SEGR:H']"
FCH060N80,Power MOSFET,Fairchild Semicinductor,Y,,,,,,,,,,,,,"['SEB:H', 'SEGR:H']"
IXFK66N85X,Power MOSFET,IXYS,Y,,,,,,,,,,,,,"['SEB:H', 'SEGR:H']"
SPP17N80C3,Power MOSFET,Infineon,Y,,,,,,,,,,,,,"['SEB:H', 'SEGR:H']"
FQA11N90_F109,Power MOSFET,Fairchild Semicinductor,Y,,,,,,,,,,,,,"['SEB:H', 'SEGR:H']"
FCPF290N80,Power MOSFET,Fairchild Semicinductor,Y,,,,,,,,,,,,,"['SEB:H', 'SEGR:H']"
PSMN0R9-30YLD,MOSFET,NXP Semiconductor,Y,,,,,,,,,,,,,"['SEB:H', 'SEGR:H']"
ATRF212B,RF Transceiver,Atmel,Y,,,,,,,,,,,,,['SEL:H']
RF3858,RF Transceiver,RFMD,Y,,,,,,,,,,,,,['SEL:H']
MAX3223,RS-232 Transceiver,Maxim,Y,,,,,,,,,,,,,['SEL:H']
ISL32602,RS-422 Transceiver,Intersil,Y,,,,,,,,,,,,,['SEL:H']
LTC2872,RS-232 Transceiver,Linear Technology,Y,,,,,,,,,,,,,['SEL:H']
AD7306,RS-422 Transceiver,Analog Devices,Y,,,,,,,,,,,,,['SEL:H']
UT200SpWPHY01,Spacewire Transceiver,Aeroflex,Y,,,,,,,,,,,,,"['SET:H', 'SEFI:H', 'SEL:H']"
RH119,Analog Comparator,Linear Technology,Y,,,,,,,,,,,,,['SET:H']
ISL21080,Voltage Reference,Intersil,Y,,,,,,,,,,,,,['SEL:H']
RH3845,Switching Regulator,Linear Technology,Y,,,,,,,,,,,,,['SEL:H']
MSK5920-1.5V,Voltage Regulator,MS Kennedy,Y,,,,,,,,,,,,,['SEFI:H']
EN6347QI,PWM Controller,Altera,Y,,,,,,,,,,,,,['SEL:H']
TPS54821,Switching Regulator,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
TPS767D318,Low Dropout Voltage Regulator,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
ISL78845,PWM Controller,Intersil,Y,,,,,,,,,,,,,['SEL:H']
PM8841-0-98WLNSP,Power SOC,Qualcomm,Y,,,,,,,,,,,,,['SEL:H']
PM8941-0-229WLNSP,Power SOC,Qualcomm,Y,,,,,,,,,,,,,['SEL:H']
TPS53315,Switching Regulator,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
FAN48630UC315X,Switching Regulator,Fairchild Semicinductor,Y,,,,,,,,,,,,,['SEL:H']
LT8612,Switching Regulator,Linear Technology,Y,,,,,,,,,,,,,['SEL:H']
LP5900,Voltage Regulator,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
TPS62130,Switching Regulator,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
LMZ14203,Switching Regulator,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
LTM4601,Switching Regulator,Linear Technology,Y,,,,,,,,,,,,,"['SEL:H', 'SEB:H', 'SEGR:H']"
LTM4634,Switching Regulator,Linear Technology,Y,,,,,,,,,,,,,"['SEL:H', 'SEB:H', 'SEGR:H']"
LTC3869,Switching Regulator,Linear Technology,Y,,,,,,,,,,,,,['SEL:H']
TPS51200DRC,Termination Regulator,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
LTC3428,Switching Regulator,Linear Technology,Y,,,,,,,,,,,,,['SEL:H']
LTC3708,Switching Regulator,Linear Technology,Y,,,,,,,,,,,,,['SEL:H']
MAX913,Voltage Comparator,Maxim,Y,,,Y,,,,,,,,,,[]
MAX909ESA,Voltage Comparator,Maxim,Y,,Y,,,,,,,,,,,[]
CMP01,Voltage Comparator,Analog Devices,Y,,Y,,,,,,,,,,,[]
AD790,Voltage Comparator,Analog Devices,Y,,Y,,,,,,,,,,,[]
AD8465,Voltage Comparator,Analog Devices,Y,,Y,,,,,,,,,,,[]
LM111,Voltage Comparator,Texas Instruments,Y,,Y,Y,,,,,,,,,,[]
LM111,Voltage Comparator,Various,Y,,Y,Y,,,,,,,,,,[]
RH1011MW,Voltage Comparator,Linear Technology,Y,,,Y,,,,,,,,,,[]
MAX962E,Voltage Comparator,Maxim,Y,,Y,Y,,,,,,,,,,[]
MAX997,Voltage Comparator,Maxim,Y,,Y,,,,,,,,,,,[]
MAX9202,Voltage Comparator,Maxim,Y,,Y,,,,,,,,,,,[]
MAX973E,Voltage Comparator,Maxim,Y,,Y,,,,,,,,,,,[]
LM111,Voltage Comparator,Texas Instruments,Y,,Y,,,,,,,,,,,[]
RH119W,Voltage Comparator,Texas Instruments,Y,,Y,,,,,,,,,,,[]
LM193RLQMLV,Voltage Comparator,Texas Instruments,Y,,Y,Y,,,,,,,,,,[]
MAX505A,8 bit DAC,Maxim,Y,,Y,,,,,,,,,,,[]
LM139,Voltage Comparator,Texas Instruments,Y,,Y,Y,,,,,,,,,,[]
PM139,Voltage Comparator,Analog Devices,Y,,,Y,,,,,,,,,,[]
HS9-139RH,Voltage Comparator,Intersil,Y,,Y,Y,,,,,,,,,,[]
RHD5912,Voltage Comparator,Cobham,Y,,Y,,,,,,,,,,,[]
AD564,Operational Amplifier,Analog Devices,Y,,,Y,,,,,,,,,,[]
PA02,Operational Amplifier,Apex,Y,,,Y,,,,,,,,,,[]
LTC6268-10,Operational Amplifier,Linear Technology,Y,,,Y,,,,,,,,,,[]
2N2907AUB,PNP BJT,Microsemi,Y,,,Y,,,,,,,,,,[]
JANTXV2N2222AUB,NPN BJT,Microsemi,Y,,,Y,,,,,,,,,,[]
JANTXV2N5115,JFET,Solitron,Y,,,Y,,,,,,,,,,[]
MT29F128G08AJAAAWP,128 Gb NAND Flash,Micron,Y,,Y,,,,,,,,,,,[]
MB85AS4MT,4Mb ReRAM,Fujitsu,Y,,Y,,,,,,,,,,,[]
AD2S80,Resolver to Digital Converter,Analog Devices,Y,,Y,,,,,,,,,,,[]
UC1823A,PWM Controller,Texas Instruments,Y,,Y,,,,,,,,,,,[]
SW15-802,Optocoupler,Southwest Research Institute,Y,,Y,,,,,Y,,,,,,[]
AD9364,Transceiver,Analog Devices,Y,,Y,,,,,,,,,,,[]
RH1013MH,Operational Amplifier,Linear Technology,Y,,,Y,,,,,,,,,,[]
RH1013MJ8,Operational Amplifier,Linear Technology,Y,,,Y,,,,,,,,,,[]
RH1078MH,Operational Amplifier,Linear Technology,Y,,,Y,,,,,,,,,,[]
RH1078W,Operational Amplifier,Linear Technology,Y,,,Y,,,,,,,,,,[]
RHF43B,Operational Amplifier,ST Microelectronics,Y,,,Y,,,,,,,,,,[]
2N2222,NPN BJT,Semicoa,Y,,,Y,,,,,,,,,,[]
2N2222AJSR,NPN BJT,Semicoa,Y,,,Y,,,,,,,,,,[]
2N3811JS,PNP BJT,Semicoa,Y,,,Y,,,,,,,,,,[]
2N2907,PNP BJT,Semicoa,Y,,,Y,,,,,,,,,,[]
2N2369,NPN BJT,Semicoa,Y,,,Y,,,,,,,,,,[]
2N3700JV,NPN BJT,Semicoa,Y,,,Y,,,,,,,,,,[]
2N3700UBJV,NPN BJT,Semicoa,Y,,,Y,,,,,,,,,,[]
2N5153,PNP BJT,Semicoa,Y,,,Y,,,,,,,,,,[]
2N5154,PNP BJT,Semicoa,Y,,,Y,,,,,,,,,,[]
LM136AH2.5QMLV,Voltage Reference,National Semiconductor,Y,,,Y,,,,,,,,,,[]
LM317LTTR,Voltage Regulator,Texas Instruments,Y,,,Y,,,,,,,,,,[]
LT1009IDR,Voltage Reference,Texas Instruments,Y,,,Y,,,,,,,,,,[]
RHFL4913ESY332,Voltage Regulator,ST Microelectronics,Y,,,Y,,,,,,,,,,[]
RHFL4913KP332,Voltage Regulator,ST Microelectronics,Y,,,Y,,,,,,,,,,[]
TL750M05CKTRR,Low Dropout Voltage Regulator,Texas Instruments,Y,,,Y,,,,,,,,,,[]
LM139AWRQMLV,Voltage Comparator,National Semiconductor,Y,,,Y,,,,,,,,,,[]
53111,Optocoupler,Micropac,Y,,,,,,,Y,,,,,,[]
OPB848,Optocoupler,Optek,Y,,,,,,,Y,,,,,,[]
IRHLF87Y20,Power MOSFET,International Rectifier,Y,,,,,,,,,,,,,"['SEB:H', 'SEGR:H']"
Si7414DN,Power MOSFET,Vishay,Y,,,Y,,,,,,,,,,['SEB:H']
SQJ431EP,Power MOSFET,Vishay,Y,,,,,,,,,,,,,['SEB:H']
SMHF2812D,DC-DC Converter,Interpoint,Y,,,,,,,,,,,,,"['SEL:H', 'SEB:H']"
CPM2-1200-0025B,Power MOSFET,CREE/Wolfspeed,Y,,,,,,,,,,,,,['SEB:H']
Engineering Sample,Power MOSFET,GE,Y,,,,,,,,,,,,,['SEB:H']
IMMX64M64D3DUS8E1,DDR3 DRAM,Intelligent Memory,Y,,,,,,,,,,,,,"['SET:H', 'SEFI:H', 'SEL:H']"
IMME128M64D3DUS8A,DDR3 DRAM,Intelligent Memory,Y,,,,,,,,,,,,,"['SET:H', 'SEFI:H', 'SEL:H']"
LTC6268-10,Operational Amplifier,Linear Technology,Y,,,,,,,,,,,,,"['SET:H', 'SEL:H']"
LTC6103,Current Sense Amplifier,Linear Technology,Y,,,,,,,,,,,,,"['SET:H', 'SEL:H']"
JANTX1N6843CCU3,Schottky Diode,Microsemi,Y,,,,,,,,,,,,,['SEB:H']
JANS1N6843CCU3,Schottky Diode,International Rectifier,Y,,,,,,,,,,,,,['SEB:H']
SBRT10U60D1,Super Barrier Diode,Diodes Inc.,Y,,,,,,,,,,,,,['SEB:H']
SBR1045D1,Super Barrier Diode,Diodes Inc.,Y,,,,,,,,,,,,,['SEB:H']
SBR160S23,Super Barrier Diode,Diodes Inc.,Y,,,,,,,,,,,,,['SEB:H']
BZX84-A75,Zener Diode,NXP Semiconductor,Y,,,,,,,,,,,,,['SEB:H']
BZX84C75,Zener Diode,ON Semi,Y,,,,,,,,,,,,,['SEB:H']
HSMP-3810,PIN Diode,Broadcom,Y,,,,,,,,,,,,,['SEB:H']
HSMP-3810,Diode,Diodes Inc.,Y,,,,,,,,,,,,,['SEB:H']
ADV212,Video Codec,Analog Devices,Y,,,,,,,,,,,,,"['SEFI:H', 'SEL:H']"
KSW-2-46+,RF Switch,Mini-Circuits,Y,,,,,,,,,,,,,['SET:H']
AD8138,Operational Amplifier,Analog Devices,Y,,,,,,,,,,,,,['SET:H']
AD9364,RF Transceiver,Analog Devices,,,,,,,,,,,,,,"['SEFI:H', 'SEL:H']"
4011BEDIE2HR,Logic,ST Microelectronics,Y,,,,,,,,,,,,,['SET:H']
74HC02,Logic,Fairchild Semicinductor,Y,,,,,,,,,,,,,['SET:H']
RIC7113A4SCS,MOSFET Driver,International Rectifier,Y,,,,,,,,,,,,,['SET:H']
74AC00,Logic,Fairchild Semicinductor,Y,,,,,,,,,,,,,['SET:H']
HCPL-523K #300,Optocoupler,Avago Technologies,Y,,,,,,,,,,,,,['SET:H']
OLH249,Optocoupler,Isolink,Y,,,,,,,,,,,,,['SET:H']
RH6105,Current Sense Amplifier,Linear Technology,Y,,,,,,,,,,,,,['SET:H']
XCF128XFTG64C,Flash ROM,Xilinx,Y,,,,,,,,,,,,,['SEGR:H']
SN54AHC244W,Logic,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
SI7415DN-T1-GE3,Power MOSFET,Vishay,Y,,,,,,,,,,,,,['SEB:H']
DS2411R+T&R,SCSI terminator,Maxim,Y,,,,,,,,,,,,,['SEL:H']
ASDMPC10.000MHZRT-,Oscillator,Abracon,Y,,,,,,,,,,,,,['SEL:H']
FDMC86139,Power MOSFET,Fairchild Semicinductor,Y,,,,,,,,,,,,,['SEB:H']
TLV70133,Voltage Regulator,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
TPS22929,Load Switch,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
CB3LV,Oscillator,CTS,Y,,,,,,,,,,,,,['SEL:H']
TPS73601,Voltage Regulator,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
,NAND Flash,,Y,,,,,,,,,,,,,['SEL:H']
DP83640,Transceiver,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
OPA2209,Operational Amplifier,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
LM4040,Voltage Reference,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
LT3092,Current Source,Linear Technology,Y,,,,,,,,,,,,,['SEL:H']
FRO15L3EZ,Polarity Protection,ON Semi,Y,,,,,,,,,,,,,['SEL:H']
TPS62142,Temperature Sensor,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
TPS73601,Remote Power Regualtor,Texas Instruments,Y,,,,,,,,,,,,,['SEL:H']
KSZ8895,Ethernet Switch,Microchip,Y,,,,,,,,,,,,,['SEL:H']
NVH0505,DC/DC converter,HVM Tech,Y,,,,,,,,,,,,,['SEL:H']
AGLN250V2-VQG100,Flash FPGA,Microsemi,Y,,,,,,,,,,,,,['SEFI:H']
LAN8710A-EZC,Ethernet PHY,Microchip,Y,,,,,,,,,,,,,"['SEFI:H', 'SEL:H']"
MAX6692,Temperature Sensor,Maxim,Y,,,,,,,,,,,,,['SEL:H']
LTM4644IY,Switching Regulator,Linear Technology,Y,,,,,,,,,,,,,['SEL:H']
TPS54295RSAT,Switching Regulator,Texas Instruments,Y,,,,,,,,,,,,,"['SEFI:H', 'SEL:H']"
LTC3646,Switching Regulator,Linear Technology,Y,,,,,,,,,,,,,"['SEFI:H', 'SEL:H']"
OMH3040,Hall Effect Sensor,TT Electronics,Y,,,,,,,,,,,,,"['SET:H', 'SEL:H']"
OMH3005S,Hall Effect Sensor,Optek,Y,,,,,,,,,,,,,"['SET:H', 'SEL:H']"
4011BEDIE2HR,Logic,ST Microelectronics,Y,,,,,,,,,,,,,"['SET:H', 'SEL:H']"
74HC02,Logic,Fairchild Semicinductor,Y,,,,,,,,,,,,,"['SET:H', 'SEL:H']"
RIC7113A4SCS,MOSFET Driver,International Rectifier,Y,,,,,,,,,,,,,['SET:H']
JANTXV2N3439UA,NPN BJT,Microsemi,Y,,,,,,,,,,,,,"['SET:H', 'SEB:H']"
OMH3075,Hall Effect Sensor,TT Electronics,Y,,,,,,,,,,,,,"['SET:H', 'SEL:H']"
OMH3075,Hall Effect Sensor,Optek,Y,,,,`,,,,,,,,,"['SET:H', 'SEL:H']"
TPS7A4901DGNT,Low Dropout Voltage Regulator,Texas Instruments,Y,,Y,,,,,,Y,,,,,[]
TPS7A3001DGNT,Voltage Regulator,Texas Instruments,Y,,Y,,,,,,Y,,,,,[]
AD8029,Operational Amplifier,Analog Devices,Y,,,Y,,,,,Y,,,,,['SET:P']
AD8030,Operational Amplifier,Analog Devices,Y,,,Y,,,,,Y,,,,,['SET:P']
PG103,Programmable Gain Amplifier,Analog Devices,Y,,,Y,,,,,Y,,,,,['SET:P']
AD8676,Operational Amplifier,Analog Devices,Y,,,Y,,,,,Y,,,,,['SET:P']
AD829,Operational Amplifier,Analog Devices,Y,,Y,,,,,,Y,,,,,[]
AD8000,Operational Amplifier,Analog Devices,Y,,Y,,,,,,Y,,,,,[]
LMH6552,Operational Amplifier,Texas Instruments,Y,,Y,,,,,,Y,,,,,[]
DS18B20,Temperature Sensor,Dallas Semiconductor,Y,,Y,,,,,,Y,,,,,[]
DS2480B,Protocol Converter,Maxim,Y,,Y,,,,,,,,,,,[]
MASW-007587,GaAs DPDT Switch,Macom,Y,,Y,,,,,,,,,,,[]
MASWSS0144,GaAs DPDT Switch,Macom,Y,,Y,,,,,,,,,,,[]
MC10EL01DG,ECL Logic,ON Semi,Y,,Y,,,,,,,,,,,[]
MC10ELT24DG,ECL Logic,ON Semi,Y,,Y,,,,,,,,,,,[]
KTY84,Temperature Sensor,Seimens/NXP,Y,,Y,,,,,,,,,,,[]
BSS316N,Power MOSFET,Infineon,Y,,Y,,,,,,,,,,,[]
MGSF1N02LT1,Power MOSFET,ON Semi,Y,,Y,,,,,,,,,,,[]
DMN601K,Power MOSFET,Diodes Inc.,Y,,Y,,,,,,,,,,,[]
BSS670S2L,Power MOSFET,Infineon,Y,,Y,,,,,,,,,,,[]
2N7002BK,Power MOSFET,NXP Semiconductor,Y,,Y,,,,,,,,,,,[]
BST82,Power MOSFET,NXP Semiconductor,Y,,Y,,,,,,,,,,,[]
,Test Facility,,Y,,,,,,,,,Y,,,,[]
,Heavy Ion Test Facility,LBNL,Y,,,,,,,,,Y,,,,[]
,Heavy Ion Test Facility,BASE,Y,,,,,,,,,,,,,[]
Custom,12 bit ADC,,Y,,,,,,,,,,,,,"['SET:H', 'SEL:H']"
4558,Analog Processor/ADC,Northop Grumann,Y,,Y,,,,,,,,,,,[]
1257/1258,ADC/DAC,Maxim,Y,,Y,,,,,,,,,,,[]
LTC2378-20,20 bit ADC,Linear Technology,Y,,Y,,,,,,,,,,,[]
K9FAG08U0M,16Gb NAND Flash,Samsung,Y,,Y,,,,,,,,,,,[]
MB85RS64V,64 kb FRAM,Fujitsu,Y,,Y,,,,,,,,,,,[]
MB85RS1MT,1Mb FRAM,Fujitsu,Y,,Y,,,,,,,,,,,[]
MB85RC256V,256 kb FRAM,Fujitsu,Y,,Y,,,,,,,,,,,[]
FM24V10,1Mb FRAM,Cypress,Y,,Y,,,,,,,,,,,[]
CY15B104Q,4Mb FRAM,Cypress,Y,,Y,,,,,,,,,,,[]
MR4A16B,16Mb MRAM,Everspin,Y,,Y,,,,,,,,,,,[]
RM24EP32,32kb CBRAM,Adesto,Y,,Y,,,,,,,,,,,[]
NP8P128A13TSM60E,12Mb NOR Flash,Micron,Y,,Y,,,,,,,,,,,[]
CY14B101I,1Mb SONOS,Cypress,Y,,Y,,,,,,,,,,,[]
MN101LR04,Microcontroller 64kb ReRAM,Panasonic,Y,,Y,,,,,,,,,,,[]
MSP430FR5969,Microcontroller 64kb FRAM,Texas Instruments,Y,,Y,,,,,,,,,,,[]
LM158AJRLQMLV,Operational Amplifier,Texas Instruments,Y,,Y,,,,,,,,,,,[]
LM158AHRLQMLV,Operational Amplifier,Texas Instruments,Y,,Y,,,,,,,,,,,[]
LM158AWGRLQMLV,Operational Amplifier,Texas Instruments,Y,,Y,,,,,,,,,,,[]
LM158A MDE,Operational Amplifier,Texas Instruments,Y,,Y,,,,,,,,,,,[]
LMH5401-SP,Differential Amplifier,Texas Instruments,Y,,Y,Y,,,,,,,,,,"['SET:H', 'SEL:H']"
OPA4277-SP,Operational Amplifier,Texas Instruments,Y,,Y,Y,,,,,,,,,,"['SET:H', 'SEL:H']"
CDCLVP111-SP,Clock Distributor,Texas Instruments,Y,,,,,,,,,,,,,"['SET:H', 'SEL:H']"
UT01VS33D,Voltage Supervisor,Cobham,Y,,Y,,,,,Y,,,,,,"['SET:H', 'SEL:H']"
KD-5100,Postion Sensor,Kaman,Y,,,,Y,,,Y,,,,,,[]
,SiC Power MOSFET,,Y,,Y,,,,,,,,,,,['SEB:H']
ISL70023SEH,GaN Power Transistor,Intersil,Y,,,,,,,,Y,,,,,[]
ISL70024SEH,GaN Power Transostor,Intersil,Y,,,,,,,,Y,,,,,[]
ISL70023SEH,GaN Power Transistor,Intersil,Y,,Y,Y,,,,,,,,,,"['SET:H', 'SEB:H']"
ISL70024SEH,GaN Power Transostor,Intersil,Y,,Y,Y,,,,,,,,,,"['SET:H', 'SEB:H']"
ISL70444SEH,Operational Amplifier,Intersil,Y,,Y,Y,,,,Y,,,,,,['SET:H']
ISL70244SEH,Operational Amplifier,Intersil,Y,,Y,Y,,,,Y,,,,,,['SET:H']
ISL70219ASEH,Operational Amplifier,Intersil,Y,,Y,Y,,,,Y,,,,,,['SET:H']
ISL70227SxH,Operational Amplifier,Intersil,Y,,Y,Y,,,,Y,,,,,,['SET:H']
ISL70417SEH,Operational Amplifier,Intersil,Y,,Y,Y,,,,Y,,,,,,['SET:H']
ISL70419SEH,Operational Amplifier,Intersil,Y,,Y,Y,,,,Y,,,,,,['SET:H']
ISL70517SEH,Operational Amplifier,Intersil,Y,,Y,Y,,,,Y,,,,,,['SET:H']
ISL70617SEH,Instrumentation Amplifier,Intersil,Y,,Y,Y,,,,Y,,,,,,['SET:H']
ISL70227SxH,Instrumentation Amplifier,Intersil,Y,,Y,Y,,,,Y,,,,,,['SET:H']
ISL71590SEH,Temperature Sensor,Intersil,Y,,Y,Y,,,,Y,,,,,,['SET:H']
ISL71090x,Voltage Reference,Intersil,Y,,Y,Y,,,,Y,,,,,,['SET:H']
ISL71091x,Voltage Reference,Intersil,Y,,Y,Y,,,,Y,,,,,,['SET:H']
ISL72813SEH,32 Channel High Curretn Driver,Intersil,Y,,Y,Y,,,,Y,,,,,,['SET:H']
CGH40120F,GaN HEMT RF,Cree,Y,,,,,,,Y,,,,,,[]
RF3934,GaN HEMT RF,RFMD,Y,,,,,,,Y,,,,,,[]
2G4005528,GaN HEMT RF,Triquint,Y,,,,,,,Y,,,,,,[]
Si7414DN,Power MOSFET,Vishay,Y,,,,Y,,,,,,,,,['SEB:H']
SQS460EN,Power MOSFET,Vishay,Y,,,,Y,,,,,,,,,['SEB:H']
SQJ431EP,Power MOSFET,Vishay,Y,,,,Y,,,,,,,,,['SEB:H']
NVTFS5116PL,Power MOSFET,ON Semi,Y,,,,Y,,,,,,,,,['SEB:H']
BSS84AKV,Power MOSFET,Nexperia,Y,,,,Y,,,,,,,,,['SEB:H']
IRHLF87Y20,Power MOSFET,International Rectifier,Y,,,,Y,,,,,,,,,['SEB:H']
